Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
reason_2,month_2,day_6,season_1,278,22,1970-01-01,41,288.33347166308795,88,0,education_4,son_3,1,0,pet_5,61,190,32,1970-01-01
reason_0,month_9,day_5,season_4,257,32,1970-01-01,52,284.8940847943879,93,1,education_4,son_2,0,0,pet_0,90,175,25,1970-01-01
reason_1,month_6,day_5,season_2,238,50,1970-01-01,53,288.77439535178473,95,1,education_3,son_4,1,1,pet_1,72,169,20,1970-01-01
reason_16,month_4,day_2,season_2,259,14,1970-01-01,48,325.7369087273984,88,0,education_3,son_3,0,1,pet_8,62,181,35,1970-01-01
reason_10,month_9,day_2,season_1,338,52,1970-01-01,55,239.5950057618414,96,1,education_4,son_4,0,1,pet_8,77,165,22,1970-01-01
reason_1,month_10,day_4,season_1,237,49,1970-01-01,35,356.0426168320621,84,1,education_4,son_1,0,0,pet_2,57,167,26,1970-01-01
reason_26,month_2,day_4,season_4,283,46,1970-01-01,49,234.6686325980811,88,1,education_1,son_3,0,1,pet_4,72,192,23,1970-01-01
reason_24,month_10,day_2,season_4,383,43,1970-01-01,53,319.10423682111355,84,1,education_1,son_2,1,1,pet_4,104,178,37,1970-01-01
reason_15,month_3,day_6,season_1,338,34,1970-01-01,27,275.1526168163404,99,0,education_4,son_1,0,1,pet_0,96,178,29,1970-01-01
reason_19,month_11,day_3,season_2,277,30,1970-01-01,55,310.147528134034,93,0,education_2,son_0,1,1,pet_2,94,184,26,1970-01-01
reason_7,month_9,day_4,season_1,244,37,1970-01-01,45,372.55982155422635,82,0,education_3,son_3,0,1,pet_2,91,175,31,1970-01-01
reason_18,month_8,day_5,season_1,346,18,1970-01-01,57,239.43044122418377,93,0,education_1,son_3,0,0,pet_5,61,169,30,1970-01-01
reason_15,month_10,day_3,season_3,232,17,1970-01-01,43,252.89530162684457,92,0,education_3,son_2,1,1,pet_4,76,169,38,1970-01-01
reason_27,month_1,day_5,season_4,283,41,1970-01-01,32,348.8432277477606,98,1,education_1,son_2,0,1,pet_2,59,168,26,1970-01-01
reason_10,month_0,day_3,season_2,320,40,1970-01-01,58,248.95430774732378,94,0,education_1,son_4,1,0,pet_8,103,169,30,1970-01-01
reason_14,month_0,day_5,season_4,141,43,1970-01-01,38,344.08219695543926,82,1,education_2,son_2,1,0,pet_5,94,172,36,1970-01-01
reason_9,month_1,day_2,season_2,123,42,1970-01-01,27,339.4522983457049,84,0,education_4,son_1,1,0,pet_4,57,165,37,1970-01-01
reason_4,month_4,day_2,season_1,386,10,1970-01-01,27,225.54969705242019,84,1,education_1,son_4,0,0,pet_5,100,195,22,1970-01-01
reason_3,month_7,day_4,season_1,327,9,1970-01-01,31,331.7998700308575,96,1,education_3,son_2,1,1,pet_0,58,183,23,1970-01-01
reason_15,month_1,day_3,season_1,122,29,1970-01-01,27,351.6609839384127,86,1,education_3,son_1,0,0,pet_4,83,177,24,1970-01-01
reason_24,month_8,day_5,season_1,213,44,1970-01-01,50,206.1924470138233,91,1,education_3,son_4,0,0,pet_4,99,169,37,1970-01-01
reason_3,month_6,day_3,season_3,194,38,1970-01-01,40,290.5377747425355,90,0,education_2,son_1,0,0,pet_0,77,185,38,1970-01-01
reason_21,month_12,day_5,season_2,147,9,1970-01-01,42,284.42310815801926,91,1,education_2,son_3,1,1,pet_2,65,195,20,1970-01-01
reason_19,month_0,day_5,season_1,185,37,1970-01-01,40,328.6627579417511,95,1,education_3,son_0,0,1,pet_2,93,188,32,1970-01-01
reason_27,month_9,day_6,season_4,261,8,1970-01-01,46,323.35762616637317,90,0,education_4,son_3,1,0,pet_0,61,163,35,1970-01-01
reason_18,month_9,day_2,season_4,195,51,1970-01-01,52,372.87105517082773,98,1,education_4,son_2,0,1,pet_5,56,188,28,1970-01-01
reason_5,month_8,day_5,season_2,225,19,1970-01-01,48,227.76213167662775,90,1,education_4,son_3,1,0,pet_2,90,188,28,1970-01-01
reason_27,month_1,day_6,season_1,301,15,1970-01-01,50,292.0917953409197,88,0,education_3,son_4,0,0,pet_1,98,181,29,1970-01-01
reason_4,month_1,day_3,season_4,347,23,1970-01-01,50,288.009325560163,83,1,education_3,son_1,1,0,pet_5,77,188,24,1970-01-01
reason_16,month_4,day_4,season_1,341,6,1970-01-01,55,254.35904055290246,92,0,education_4,son_3,0,0,pet_4,80,166,32,1970-01-01
reason_17,month_0,day_6,season_1,365,49,1970-01-01,44,207.18759872220036,98,0,education_1,son_1,0,0,pet_8,108,195,30,1970-01-01
reason_19,month_12,day_3,season_3,234,42,1970-01-01,34,271.5644713170036,96,0,education_4,son_2,1,1,pet_1,103,173,29,1970-01-01
reason_11,month_11,day_4,season_3,312,21,1970-01-01,57,346.62218951627335,86,0,education_4,son_4,1,1,pet_1,106,180,33,1970-01-01
reason_9,month_11,day_5,season_1,192,17,1970-01-01,42,257.43606864563856,98,1,education_3,son_4,1,1,pet_8,97,176,19,1970-01-01
reason_26,month_8,day_6,season_4,139,36,1970-01-01,38,215.79342583387395,82,1,education_3,son_3,0,0,pet_1,59,163,38,1970-01-01
reason_14,month_2,day_2,season_4,343,49,1970-01-01,47,234.41562441742707,87,1,education_4,son_1,0,0,pet_8,72,187,33,1970-01-01
reason_26,month_6,day_3,season_1,325,28,1970-01-01,55,213.7769309596659,97,0,education_3,son_2,0,0,pet_0,85,184,32,1970-01-01
reason_25,month_11,day_4,season_2,178,46,1970-01-01,38,258.9054238739758,90,0,education_3,son_2,1,1,pet_4,88,188,34,1970-01-01
reason_7,month_0,day_2,season_4,218,37,1970-01-01,49,370.8431649563528,95,0,education_4,son_3,1,1,pet_2,79,195,21,1970-01-01
reason_19,month_8,day_5,season_3,204,36,1970-01-01,34,374.14573780135316,93,1,education_1,son_3,0,0,pet_2,98,196,23,1970-01-01
reason_3,month_0,day_3,season_1,189,48,1970-01-01,40,371.6787898713827,81,0,education_4,son_2,0,0,pet_2,67,179,23,1970-01-01
reason_2,month_10,day_2,season_3,237,8,1970-01-01,41,353.9109421760405,84,0,education_3,son_2,1,0,pet_1,77,172,31,1970-01-01
reason_12,month_6,day_3,season_3,383,12,1970-01-01,48,330.1276814114866,94,0,education_4,son_3,1,0,pet_2,69,171,37,1970-01-01
reason_18,month_1,day_5,season_2,342,16,1970-01-01,40,258.64699988106497,85,0,education_1,son_0,1,0,pet_0,56,194,30,1970-01-01
reason_27,month_3,day_4,season_2,124,50,1970-01-01,53,226.1220540087342,94,1,education_2,son_3,1,0,pet_5,94,180,27,1970-01-01
reason_8,month_6,day_6,season_2,271,11,1970-01-01,42,378.50363485161,81,0,education_2,son_0,1,0,pet_5,88,171,28,1970-01-01
reason_19,month_6,day_3,season_4,141,51,1970-01-01,54,257.4260130696367,95,0,education_2,son_4,0,0,pet_5,56,174,27,1970-01-01
reason_21,month_6,day_3,season_4,388,20,1970-01-01,36,271.57928001742727,94,0,education_1,son_1,0,1,pet_4,68,175,28,1970-01-01
reason_13,month_12,day_6,season_1,377,41,1970-01-01,29,247.88131961233566,86,1,education_1,son_2,1,1,pet_8,62,173,32,1970-01-01
reason_14,month_0,day_3,season_1,175,18,1970-01-01,35,374.0040869497533,87,1,education_3,son_3,1,1,pet_0,97,168,28,1970-01-01
reason_14,month_12,day_3,season_1,251,24,1970-01-01,44,336.80691895922234,96,0,education_2,son_1,0,1,pet_2,83,164,24,1970-01-01
reason_8,month_1,day_4,season_2,385,35,1970-01-01,35,279.8556141182997,85,0,education_3,son_0,0,0,pet_5,100,179,19,1970-01-01
reason_13,month_3,day_6,season_1,221,24,1970-01-01,57,306.4380078437663,81,0,education_2,son_3,0,0,pet_2,61,174,25,1970-01-01
reason_8,month_3,day_5,season_3,120,22,1970-01-01,51,348.58706874104985,83,0,education_4,son_2,1,0,pet_0,101,175,20,1970-01-01
reason_4,month_8,day_3,season_2,159,19,1970-01-01,52,213.4692372378886,85,1,education_1,son_1,0,1,pet_2,77,171,37,1970-01-01
reason_1,month_5,day_5,season_1,347,35,1970-01-01,37,371.6940693802691,88,1,education_3,son_2,0,1,pet_2,97,177,29,1970-01-01
reason_21,month_9,day_5,season_1,147,19,1970-01-01,48,339.18566618604655,85,1,education_4,son_1,0,0,pet_5,56,176,22,1970-01-01
reason_16,month_8,day_4,season_4,225,27,1970-01-01,32,330.0616854854324,100,0,education_2,son_1,0,0,pet_2,83,178,29,1970-01-01
reason_13,month_1,day_6,season_3,362,36,1970-01-01,49,306.59234849069315,92,0,education_2,son_4,1,0,pet_0,72,173,37,1970-01-01
reason_13,month_1,day_5,season_4,184,42,1970-01-01,45,280.5224078268738,93,1,education_2,son_3,0,1,pet_4,79,187,23,1970-01-01
reason_18,month_9,day_6,season_4,163,46,1970-01-01,56,271.2150873670332,84,1,education_1,son_2,0,0,pet_5,102,182,30,1970-01-01
reason_11,month_8,day_6,season_3,380,23,1970-01-01,54,283.31109195008173,96,1,education_3,son_1,1,1,pet_0,67,165,23,1970-01-01
reason_2,month_10,day_5,season_2,284,20,1970-01-01,37,268.6353946789911,92,0,education_3,son_1,1,1,pet_4,100,183,36,1970-01-01
reason_10,month_5,day_6,season_3,295,17,1970-01-01,56,349.10148245878975,87,0,education_3,son_2,0,0,pet_5,57,186,37,1970-01-01
reason_5,month_4,day_4,season_3,142,16,1970-01-01,53,257.8106834992695,83,1,education_3,son_0,1,0,pet_8,90,190,36,1970-01-01
reason_7,month_10,day_4,season_2,298,40,1970-01-01,56,337.56537046330493,93,1,education_2,son_4,1,0,pet_2,68,186,19,1970-01-01
reason_2,month_0,day_4,season_3,351,33,1970-01-01,49,255.0343341440909,87,1,education_4,son_3,1,0,pet_5,62,184,29,1970-01-01
reason_12,month_4,day_6,season_1,261,7,1970-01-01,39,360.0627400328966,84,1,education_1,son_2,1,0,pet_5,70,172,27,1970-01-01
reason_12,month_7,day_6,season_2,273,29,1970-01-01,57,368.83906745153814,89,1,education_3,son_2,1,1,pet_5,70,191,29,1970-01-01
reason_8,month_9,day_2,season_1,135,26,1970-01-01,35,311.05752662470366,93,1,education_1,son_4,1,0,pet_8,60,196,36,1970-01-01
reason_12,month_2,day_3,season_4,124,15,1970-01-01,50,292.48491204551726,93,1,education_2,son_4,0,0,pet_4,86,176,34,1970-01-01
reason_26,month_5,day_4,season_3,126,5,1970-01-01,42,258.34612087749923,99,0,education_2,son_4,0,1,pet_5,68,183,35,1970-01-01
reason_11,month_2,day_2,season_3,377,43,1970-01-01,36,206.09879243371694,82,1,education_1,son_4,1,1,pet_1,101,184,26,1970-01-01
reason_0,month_1,day_6,season_1,256,22,1970-01-01,55,306.6743986130243,90,0,education_4,son_2,0,0,pet_1,103,186,36,1970-01-01
reason_12,month_1,day_3,season_2,250,16,1970-01-01,49,305.54207699299815,84,0,education_4,son_0,0,1,pet_2,105,187,28,1970-01-01
reason_10,month_10,day_5,season_3,266,31,1970-01-01,34,340.99253428096523,98,1,education_3,son_1,0,1,pet_1,96,178,22,1970-01-01
reason_22,month_5,day_6,season_2,189,17,1970-01-01,46,253.34195451490814,91,1,education_2,son_4,0,0,pet_5,82,194,26,1970-01-01
reason_24,month_8,day_2,season_4,250,34,1970-01-01,40,233.88164441385783,91,0,education_1,son_3,1,1,pet_4,85,168,38,1970-01-01
reason_15,month_12,day_4,season_2,277,23,1970-01-01,32,354.20885979280706,99,1,education_2,son_2,0,1,pet_2,77,188,37,1970-01-01
reason_9,month_1,day_2,season_3,378,36,1970-01-01,53,354.8070713049436,84,0,education_2,son_1,0,1,pet_4,56,192,26,1970-01-01
reason_11,month_0,day_6,season_1,162,11,1970-01-01,38,324.1964440322301,94,1,education_1,son_4,0,0,pet_1,65,175,28,1970-01-01
reason_5,month_11,day_2,season_1,198,28,1970-01-01,36,255.16334622741633,95,0,education_1,son_0,0,0,pet_1,58,181,29,1970-01-01
reason_4,month_7,day_2,season_1,161,26,1970-01-01,29,305.8553198758482,96,1,education_1,son_0,0,0,pet_5,89,184,33,1970-01-01
reason_0,month_5,day_5,season_2,258,11,1970-01-01,39,232.33929936887668,99,0,education_2,son_2,1,0,pet_0,97,193,20,1970-01-01
reason_5,month_11,day_5,season_2,378,8,1970-01-01,42,343.98326339797245,93,0,education_1,son_3,1,0,pet_5,65,190,31,1970-01-01
reason_21,month_3,day_5,season_2,215,49,1970-01-01,43,309.47232472878756,100,1,education_4,son_2,0,1,pet_0,86,180,21,1970-01-01
reason_21,month_7,day_5,season_1,267,19,1970-01-01,47,338.77275985020094,90,0,education_3,son_3,1,1,pet_2,95,194,24,1970-01-01
reason_7,month_2,day_3,season_3,272,19,1970-01-01,49,243.01563035931977,83,0,education_1,son_4,0,0,pet_5,101,196,27,1970-01-01
reason_0,month_4,day_3,season_4,190,36,1970-01-01,41,229.74776497591228,94,1,education_2,son_4,1,0,pet_2,92,172,29,1970-01-01
reason_23,month_1,day_4,season_2,126,24,1970-01-01,46,315.68051771796166,94,0,education_4,son_2,1,0,pet_8,71,168,19,1970-01-01
reason_21,month_11,day_3,season_1,196,44,1970-01-01,40,276.7965481364251,97,1,education_4,son_2,1,0,pet_0,72,178,31,1970-01-01
reason_12,month_3,day_2,season_4,334,18,1970-01-01,51,277.73048431965486,82,1,education_2,son_2,1,0,pet_1,82,170,31,1970-01-01
reason_24,month_10,day_5,season_1,124,41,1970-01-01,52,298.6774881265853,84,1,education_4,son_2,1,1,pet_1,103,192,30,1970-01-01
reason_7,month_6,day_6,season_1,150,38,1970-01-01,54,267.6475671760619,86,1,education_1,son_0,0,0,pet_1,78,165,30,1970-01-01
reason_16,month_2,day_5,season_3,256,17,1970-01-01,37,373.37936204210996,98,0,education_1,son_1,0,0,pet_2,95,174,22,1970-01-01
reason_23,month_12,day_2,season_2,271,19,1970-01-01,57,333.9258443282758,93,1,education_4,son_3,0,0,pet_8,97,195,23,1970-01-01
reason_24,month_11,day_5,season_3,324,49,1970-01-01,41,225.7571053114045,91,0,education_4,son_3,1,1,pet_2,66,187,26,1970-01-01
reason_3,month_7,day_6,season_1,186,33,1970-01-01,46,264.54301081906965,83,0,education_2,son_1,0,0,pet_8,96,165,29,1970-01-01
reason_18,month_1,day_3,season_3,169,39,1970-01-01,58,257.10040213749465,98,0,education_1,son_1,0,0,pet_4,60,181,29,1970-01-01
reason_25,month_2,day_3,season_1,125,12,1970-01-01,46,337.16043799529086,82,0,education_2,son_0,0,1,pet_2,100,184,20,1970-01-01
reason_25,month_0,day_5,season_3,360,27,1970-01-01,51,283.9494576775079,98,0,education_2,son_1,0,1,pet_0,57,187,34,1970-01-01
reason_0,month_0,day_3,season_4,162,11,1970-01-01,40,220.18848911686217,82,1,education_4,son_1,0,1,pet_0,68,186,30,1970-01-01
reason_7,month_2,day_6,season_3,280,22,1970-01-01,32,209.54235652046862,100,1,education_2,son_3,1,1,pet_0,108,184,22,1970-01-01
reason_3,month_6,day_5,season_1,362,14,1970-01-01,41,311.73649038852244,88,0,education_1,son_0,1,1,pet_2,58,176,35,1970-01-01
reason_10,month_7,day_4,season_4,239,6,1970-01-01,38,213.45433071929278,82,0,education_1,son_4,0,0,pet_1,93,189,34,1970-01-01
reason_19,month_4,day_2,season_4,147,23,1970-01-01,51,237.25727692040485,97,1,education_4,son_4,0,1,pet_8,59,191,28,1970-01-01
reason_23,month_10,day_2,season_4,176,51,1970-01-01,56,294.95455316371283,96,1,education_2,son_2,1,0,pet_5,104,187,24,1970-01-01
reason_8,month_11,day_2,season_4,192,16,1970-01-01,37,271.9435092478083,97,0,education_2,son_4,1,1,pet_4,93,178,35,1970-01-01
reason_26,month_7,day_5,season_1,313,35,1970-01-01,39,233.79739525801892,91,1,education_3,son_1,0,1,pet_0,66,169,26,1970-01-01
reason_12,month_11,day_4,season_3,387,20,1970-01-01,40,229.7182729684996,95,1,education_2,son_4,0,0,pet_2,85,192,19,1970-01-01
reason_1,month_3,day_6,season_4,240,36,1970-01-01,52,321.6396010243557,89,0,education_1,son_0,1,1,pet_4,80,165,26,1970-01-01
reason_13,month_7,day_2,season_2,281,27,1970-01-01,27,366.041290263752,88,1,education_2,son_4,1,0,pet_5,65,194,24,1970-01-01
reason_28,month_9,day_5,season_2,363,22,1970-01-01,38,375.27737586509016,85,1,education_2,son_1,1,1,pet_1,107,196,25,1970-01-01
reason_4,month_8,day_4,season_2,291,12,1970-01-01,52,303.42635766286827,88,1,education_3,son_1,1,1,pet_1,73,185,32,1970-01-01
reason_18,month_7,day_3,season_4,178,38,1970-01-01,44,359.95828941283173,81,0,education_3,son_0,0,0,pet_2,58,188,33,1970-01-01
reason_19,month_10,day_2,season_4,374,23,1970-01-01,49,343.5183257263918,83,0,education_3,son_0,1,0,pet_2,94,163,33,1970-01-01
reason_2,month_6,day_6,season_3,126,26,1970-01-01,34,336.25194591201614,93,1,education_4,son_3,0,0,pet_1,56,184,19,1970-01-01
reason_1,month_3,day_5,season_4,258,30,1970-01-01,37,276.6665194496666,98,1,education_4,son_2,1,0,pet_5,80,174,33,1970-01-01
reason_26,month_3,day_6,season_1,241,52,1970-01-01,45,247.2751870073564,86,0,education_3,son_4,0,0,pet_8,78,193,32,1970-01-01
reason_11,month_9,day_2,season_3,118,43,1970-01-01,58,364.426215131013,88,1,education_2,son_0,1,0,pet_1,76,196,30,1970-01-01
reason_17,month_8,day_6,season_1,175,39,1970-01-01,50,305.71294786365183,98,1,education_2,son_4,1,1,pet_2,89,187,28,1970-01-01
reason_14,month_6,day_4,season_3,272,25,1970-01-01,27,295.3317271284824,93,1,education_1,son_2,0,1,pet_2,76,178,31,1970-01-01
reason_4,month_4,day_5,season_4,223,35,1970-01-01,28,340.5503367677528,87,1,education_3,son_2,1,1,pet_8,93,174,30,1970-01-01
reason_22,month_6,day_4,season_4,207,41,1970-01-01,41,358.2405326534546,96,0,education_3,son_2,1,1,pet_5,57,172,37,1970-01-01
reason_28,month_2,day_4,season_4,334,10,1970-01-01,32,264.5679502088718,82,0,education_1,son_3,0,1,pet_2,99,165,38,1970-01-01
reason_7,month_7,day_2,season_2,240,41,1970-01-01,52,377.4586859265945,89,1,education_4,son_0,1,0,pet_8,103,176,24,1970-01-01
reason_13,month_3,day_3,season_4,324,14,1970-01-01,47,282.1823816763793,100,1,education_3,son_3,1,1,pet_1,91,165,31,1970-01-01
reason_26,month_1,day_3,season_1,174,11,1970-01-01,39,237.65068166483235,82,1,education_2,son_0,1,0,pet_1,59,187,20,1970-01-01
reason_12,month_7,day_3,season_1,156,17,1970-01-01,42,357.29068362403666,90,0,education_1,son_1,0,0,pet_2,87,179,21,1970-01-01
reason_1,month_7,day_5,season_4,153,31,1970-01-01,49,273.0348359593405,83,0,education_3,son_3,1,0,pet_5,64,189,28,1970-01-01
reason_7,month_3,day_4,season_4,267,46,1970-01-01,55,324.64872155003894,100,1,education_2,son_0,1,0,pet_0,57,182,38,1970-01-01
reason_4,month_1,day_6,season_2,347,5,1970-01-01,50,296.24416877243686,93,1,education_1,son_1,0,1,pet_4,72,186,20,1970-01-01
reason_2,month_5,day_3,season_1,227,30,1970-01-01,41,337.64930988056074,84,1,education_1,son_0,1,0,pet_8,93,179,25,1970-01-01
