StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
30-Jun-22,30-Sep-29,Production Technician I,CCDR,Leave of Absence,Full-Time,Zone A,Part-Time,Unk,Country as dream project office.,Production       ,Field Operations,19-08-1951,TX,Laborer,Female,6547,White,Divorced,Fully Meets,3
27-May-23,15-Dec-21,Production Technician I,SVG,Active,Full-Time,Zone C,Full-Time,Resignation,Unit computer what age career.,Software Engineering,Engineers,24-01-1985,MA,Laborer,Female,31894,Other,Married,Needs Improvement,1
11-Jul-23,25-Dec-18,Production Technician II,MSC,Leave of Absence,Contract,Zone C,Part-Time,Involuntary,Tell its wind child more though.,Sales,Sales & Marketing,13-07-1996,MA,Laborer,Male,35395,Black,Married,Exceeds,4
01-Dec-21,31-Dec-29,Production Manager,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,26-11-1943,MA,Technician,Female,46818,Other,Widowed,Fully Meets,1
05-Aug-20,09-Dec-29,Production Manager,MSC,Active,Contract,Zone A,Full-Time,Unk,Stand cut knowledge staff course than class.,IT/IS,Fielders,15-10-1988,MA,Engineer,Male,46606,Asian,Single,Fully Meets,3
13-Sep-19,31-Dec-29,Production Technician II,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Project Management - Con,05-01-1985,MA,Coordinator,Male,60571,Asian,Divorced,Fully Meets,2
28-Mar-21,11-Aug-23,Production Technician II,PYZ,Active,Contract,Zone C,Temporary,Voluntary,,Sales,Field Operations,01-09-1977,TX,Laborer,Female,4982,Other,Divorced,Fully Meets,3
18-Jan-23,25-Dec-18,Network Engineer,NEL,Active,Full-Time,Zone A,Part-Time,Resignation,Decision fill total.,Production       ,Field Operations,02-02-1945,MA,Specialist,Male,4375,Other,Widowed,Fully Meets,4
03-Dec-20,25-Dec-18,Area Sales Manager,SVG,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Design and respond dog true knowledge.,Admin Offices,Wireline Construction,13-10-1987,MA,Laborer,Male,49119,White,Married,Fully Meets,3
17-Mar-20,20-Apr-28,Production Technician I,TNS,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Finance & Accounting,03-11-1996,MA,Accounting,Male,27276,White,Divorced,Exceeds,4
31-Jan-23,31-Dec-29,Production Technician II,WBL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Eng,22-09-1971,MA,Laborer,Male,4774,Other,Divorced,Fully Meets,3
30-Mar-21,25-Dec-18,Production Manager,PL,Active,Contract,Zone A,Full-Time,Involuntary,Order risk think. North born would might.,Sales,General - Eng,07-01-1998,MA,Technician,Male,21151,White,Widowed,Fully Meets,1
25-Aug-18,25-Dec-26,Production Technician I,EW,Active,Contract,Zone C,Part-Time,Unk,Stuff different color how.,Sales,Field Operations,12-06-1951,MA,Splicer,Male,31724,Other,Widowed,Fully Meets,4
10-May-22,25-Dec-18,Production Technician II,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,North rise until plan join.,Sales,Field Operations,28-10-1994,MA,Laborer,Male,84016,Other,Divorced,Fully Meets,4
09-Nov-20,01-Jan-26,Production Technician I,BPC,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Unk,Some others lot miss land similar.,Production       ,Finance & Accounting,24-06-1959,MA,Engineer,Male,38338,White,Divorced,Fully Meets,4
15-Mar-20,23-Oct-19,Accountant I,EW,Active,Full-Time,Zone B,Part-Time,Retirement,,IT/IS,General - Con,29-03-1982,MA,Laborer,Male,20903,Asian,Single,Exceeds,4
09-Mar-23,25-Dec-18,Area Sales Manager,PYZ,Active,Part-Time,Zone C,Full-Time,Involuntary,If data from box movement bad service.,Executive Office,General - Eng,13-03-1963,MA,Lineman,Male,15065,White,Divorced,Fully Meets,3
17-Apr-21,25-Dec-18,Production Technician I,TNS,Active,Full-Time,Zone B,Part-Time,Voluntary,,Production       ,General - Con,21-08-1964,MA,Technician,Female,10821,Hispanic,Married,Exceeds,2
24-Nov-22,24-Oct-29,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Underground,24-01-1984,MA,Engineer,Female,93237,Asian,Divorced,Fully Meets,4
08-May-23,20-Jul-28,Software Engineering Manager,MSC,Active,Full-Time,Zone A,Part-Time,Voluntary,First choose again themselves thing however.,Production       ,Engineers,20-10-1965,MA,Foreman,Male,67446,Hispanic,Single,Exceeds,1
31-Aug-22,28-Jul-22,Database Administrator,WBL,Active,Full-Time,Zone A,Part-Time,Voluntary,Choose system picture one party decision.,Software Engineering,Engineers,17-03-1999,MA,Coordinator,Male,58339,Asian,Single,Exceeds,2
13-Sep-21,25-Dec-18,Production Technician II,CCDR,Active,Part-Time,Zone C,Temporary,Involuntary,,Production       ,General - Con,17-08-1962,MA,Driller,Female,9882,Other,Married,Fully Meets,1
11-Feb-20,07-Dec-29,Production Technician II,SVG,Active,Full-Time,Zone B,Full-Time,Unk,Sense activity son. One radio Mr method shoulder.,Production       ,General - Con,12-05-1952,MA,Laborer,Female,46318,Hispanic,Divorced,Fully Meets,3
07-Sep-18,25-Dec-18,Production Technician I,EW,Active,Contract,Zone A,Full-Time,Resignation,Hold season meeting voice.,Production       ,General - Con,06-06-1958,MA,Technician,Female,1587,Hispanic,Married,Fully Meets,1
09-Nov-18,19-Oct-20,Production Technician II,EW,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Artist technology ever body provide today doctor.,Production       ,General - Con,31-03-1943,MA,Technician,Female,90120,White,Single,Fully Meets,2
27-Jan-21,27-Apr-28,Production Technician II,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,08-02-2001,ID,Laborer,Male,26767,Other,Divorced,Fully Meets,2
12-Jul-22,12-Jul-22,Production Technician II,EW,Active,Contract,Zone B,Full-Time,Voluntary,Worker medical commercial participant tough leg.,Production       ,Field Operations,09-06-1992,MA,Engineer,Female,10543,Asian,Single,PIP,3
21-May-20,31-Dec-29,Production Technician II,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,06-12-1989,MA,Apprentice,Female,30004,White,Widowed,Exceeds,4
17-Oct-22,12-Oct-26,Production Manager,NEL,Leave of Absence,Contract,Zone C,Part-Time,Unk,,Production       ,Underground,22-09-1993,MA,Technician,Female,58248,Other,Married,Fully Meets,3
17-Oct-20,25-Dec-18,Production Technician I,TNS,Active,Contract,Zone B,Full-Time,Retirement,Buy become improve guess business know.,Production       ,General - Con,14-06-1990,TX,Foreman,Male,39201,Hispanic,Single,Fully Meets,2
20-Aug-19,01-Jan-30,Production Technician I,SVG,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,21-08-1975,MA,Laborer,Male,47229,Black,Single,Fully Meets,3
23-Oct-20,04-Jun-27,Software Engineer,BPC,Active,Part-Time,Zone A,Temporary,Unk,Where forward evening huge cost share eat.,IT/IS,Field Operations,17-05-1960,MA,Project Manager,Female,90754,Hispanic,Widowed,Fully Meets,5
19-Apr-21,25-Dec-18,BI Developer,PYZ,Leave of Absence,Contract,Zone A,Full-Time,Resignation,In read day your stay she.,Sales,Field Operations,23-02-1971,CT,Vp,Female,47096,Other,Widowed,Fully Meets,2
19-Mar-22,06-May-28,Production Technician I,PL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Eng,26-05-1974,MA,Operator,Male,8386,Other,Widowed,Fully Meets,5
20-Jul-21,17-Jan-23,Production Technician I,TNS,Active,Part-Time,Zone C,Temporary,Unk,Choose system picture one party decision.,Production       ,Yard (Material Handling),23-06-1988,MA,Model Assistant,Female,29299,Black,Widowed,Fully Meets,2
10-Sep-20,22-Oct-29,Production Technician II,PYZ,Active,Full-Time,Zone B,Temporary,Unk,Customer front detail bed say suddenly here.,Production       ,Field Operations,08-03-1990,MA,Manager,Male,4197,Other,Married,Fully Meets,4
21-Oct-19,31-Dec-29,Production Technician I,SVG,Active,Contract,Zone B,Temporary,Voluntary,,Production       ,General - Eng,04-05-1952,MA,Foreman,Male,37843,Other,Widowed,Fully Meets,3
14-May-21,25-Dec-18,Production Technician I,EW,Active,Contract,Zone A,Part-Time,Resignation,Radio fight consumer senior traditional himself.,IT/IS,Fielders,29-04-1970,MA,Laborer,Male,85888,Asian,Married,Fully Meets,3
21-Nov-22,25-Dec-18,Production Technician I,TNS,Active,Full-Time,Zone B,Part-Time,Unk,Weight join evidence oil father.,Production       ,Engineers,19-03-1982,MA,Technician,Female,30970,Black,Widowed,Fully Meets,2
17-Mar-23,31-Dec-29,Production Technician II,PL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,27-12-1954,MA,Laborer,Male,26564,Other,Widowed,Fully Meets,4
10-Feb-22,16-Mar-28,Production Technician I,CCDR,Active,Contract,Zone B,Full-Time,Voluntary,Visit lawyer interesting.,Sales,Wireline Construction,24-04-1985,MA,Manager,Male,60546,Black,Widowed,Fully Meets,1
15-Feb-21,25-Dec-18,Area Sales Manager,TNS,Active,Part-Time,Zone B,Full-Time,Retirement,Material agency modern degree general.,Production       ,Finance & Accounting,15-02-1961,MA,Laborer,Male,81208,Asian,Divorced,Fully Meets,5
28-Sep-20,31-Dec-29,Production Manager,TNS,Active,Contract,Zone C,Full-Time,Unk,,Admin Offices,General - Con,06-11-1977,MA,Specialist,Male,88380,Asian,Divorced,Fully Meets,3
13-Nov-21,31-Dec-29,Production Manager,BPC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Eng,13-06-1951,MA,Project Manager,Female,25350,Other,Single,Fully Meets,3
22-Jun-23,25-Dec-18,Production Technician I,TNS,Terminated for Cause,Part-Time,Zone C,Temporary,Involuntary,Human box wish natural student staff.,Production       ,General - Con,23-11-1995,MA,Engineer,Male,96500,Other,Widowed,Fully Meets,3
26-Nov-20,07-Jun-29,Software Engineer,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,04-08-1991,MA,Foreman,Female,75964,Asian,Widowed,Fully Meets,3
07-Oct-21,31-Dec-29,Area Sales Manager,EW,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,18-06-1993,MA,Vp,Female,60041,Other,Divorced,Fully Meets,1
26-Dec-18,25-Dec-18,Production Technician I,BPC,Voluntarily Terminated,Contract,Zone A,Full-Time,Retirement,Ok though floor sense want future.,IT/IS,Wireline Construction,17-05-1989,MA,Splicer,Male,23906,Other,Widowed,Fully Meets,3
05-Jun-21,24-Jul-29,Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,30-06-1973,MA,Laborer,Male,78544,White,Divorced,Fully Meets,3
04-Jan-23,17-Dec-29,Production Technician II,BPC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Aerial,19-01-1999,CA,Engineer,Female,26998,Asian,Widowed,Needs Improvement,3
16-May-20,30-Dec-29,Production Technician I,MSC,Active,Full-Time,Zone C,Full-Time,Unk,By small force myself team industry.,Production       ,Underground,18-10-1999,MA,Clerk,Female,46784,White,Widowed,Needs Improvement,1
11-Jun-20,10-Dec-27,Production Technician II,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Splicing,15-08-1973,MA,Administrator,Female,14552,White,Single,Fully Meets,3
11-Mar-23,29-Dec-29,Production Technician II,NEL,Future Start,Contract,Zone C,Part-Time,Unk,,Production       ,Underground,05-04-1981,MA,Technician,Male,26319,Asian,Single,Fully Meets,3
16-Sep-21,29-Dec-29,Production Manager,EW,Active,Contract,Zone A,Part-Time,Retirement,,Software Engineering,Fielders,27-04-1986,MA,Supervisor,Male,34107,Other,Single,Needs Improvement,3
22-Jul-21,26-Nov-25,Production Technician I,PL,Active,Contract,Zone A,Part-Time,Voluntary,Dark meeting play room head join truth involve.,Production       ,General - Con,24-06-2000,MA,Associate,Male,91044,White,Divorced,Exceeds,5
14-Aug-18,21-Nov-29,Production Technician II,NEL,Active,Full-Time,Zone B,Temporary,Unk,,IT/IS,Engineers,23-04-1983,MA,Driver,Female,7468,Hispanic,Widowed,Needs Improvement,3
27-Jan-19,25-Jun-29,Production Manager,EW,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Splicing,28-11-1972,MA,Lineman,Male,45794,Asian,Widowed,Fully Meets,2
30-May-22,24-Aug-29,Production Technician I,WBL,Active,Part-Time,Zone C,Temporary,Retirement,,Production       ,Field Operations,25-03-1953,MA,Lineman,Female,38340,Asian,Married,Fully Meets,3
30-Apr-22,03-Feb-20,IT Support,PYZ,Active,Contract,Zone A,Part-Time,Retirement,,Production       ,Billable Consultants,30-04-1944,MA,Groundman,Male,51236,Asian,Single,Fully Meets,5
15-May-23,06-Sep-25,Production Technician I,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Establish go so someone might none stop citizen.,Production       ,Wireline Construction,19-09-1964,MA,Lineman,Female,97569,Black,Widowed,Fully Meets,2
13-Feb-21,11-Jun-20,Production Technician I,WBL,Active,Part-Time,Zone C,Part-Time,Retirement,,Production       ,Engineers,24-09-1959,MA,Lineman,Male,67667,Asian,Divorced,Exceeds,4
18-Nov-19,29-Nov-29,Production Technician II,CCDR,Active,Contract,Zone A,Full-Time,Voluntary,,IT/IS,Field Operations,01-07-1972,MA,Foreman,Female,86351,Hispanic,Widowed,Fully Meets,2
09-Jun-20,25-Dec-18,Area Sales Manager,NEL,Active,Contract,Zone B,Full-Time,Unk,Unit begin commercial wish financial care.,Production       ,Splicing,02-09-1958,MA,Business Development,Male,25909,Other,Divorced,Fully Meets,3
22-Apr-22,19-Oct-29,Production Technician I,CCDR,Active,Contract,Zone B,Temporary,Unk,,IT/IS,Yard (Material Handling),12-04-1942,MA,Engineer,Female,70865,White,Widowed,Fully Meets,3
17-Sep-20,22-May-29,Production Technician II,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,18-01-1946,MA,Laborer,Male,29949,Hispanic,Single,Needs Improvement,3
24-Sep-21,12-Aug-27,Production Technician I,CCDR,Active,Part-Time,Zone C,Temporary,Unk,Nation you bad daughter only huge them.,Production       ,Field Operations,25-04-1999,MA,Coordinator,Male,64775,Asian,Married,Fully Meets,2
04-Apr-23,31-Dec-29,Area Sales Manager,BPC,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,25-03-1968,MA,Supervisor,Female,67801,Other,Single,Fully Meets,3
21-Feb-21,08-Dec-29,IT Support,TNS,Terminated for Cause,Full-Time,Zone C,Full-Time,Voluntary,,Production       ,Project Management - Con,10-12-1986,MA,Apprentice,Female,14605,Hispanic,Single,Fully Meets,2
01-Apr-20,25-Dec-18,Production Manager,BPC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Unk,Decision fill total.,Production       ,General - Con,26-05-2000,MA,Splicer,Male,5320,Other,Married,Fully Meets,4
20-Jun-21,29-Dec-29,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Splicing,02-03-1988,MA,Foreman,Female,61249,Black,Single,Fully Meets,3
21-Nov-21,25-Dec-18,Production Technician I,EW,Active,Part-Time,Zone A,Full-Time,Resignation,Stay word behavior financial.,Production       ,Aerial,22-10-1960,MA,Supervisor,Female,25935,Black,Married,Fully Meets,4
17-Jan-20,29-Dec-29,Production Technician II,CCDR,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,24-05-1949,MA,Laborer,Male,2292,Other,Divorced,Fully Meets,3
09-Apr-21,18-Jan-19,Production Technician II,WBL,Active,Contract,Zone A,Part-Time,Voluntary,,Sales,General - Con,01-11-1963,MA,Laborer,Female,22234,White,Married,Fully Meets,4
