Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
reason_4,month_3,day_4,season_4,246,33,1970-01-01,40,240.70499875885747,100,0,education_2,son_4,0,0,pet_4,79,165,32,1970-01-01
reason_7,month_7,day_6,season_1,322,30,1970-01-01,56,355.3088759875518,100,0,education_2,son_1,1,0,pet_5,106,179,23,1970-01-01
reason_18,month_11,day_6,season_4,304,15,1970-01-01,36,311.0448309646114,84,1,education_1,son_0,0,0,pet_4,108,182,36,1970-01-01
reason_0,month_10,day_6,season_3,308,9,1970-01-01,50,359.02420481377834,100,0,education_1,son_4,1,0,pet_2,99,165,25,1970-01-01
reason_21,month_5,day_4,season_1,206,31,1970-01-01,50,231.05654331172582,93,1,education_4,son_1,1,1,pet_8,67,168,31,1970-01-01
reason_28,month_3,day_5,season_4,240,31,1970-01-01,58,258.1425210351217,91,1,education_4,son_4,0,0,pet_0,104,178,36,1970-01-01
reason_8,month_3,day_2,season_4,311,32,1970-01-01,54,278.51779632473614,87,1,education_1,son_0,1,1,pet_0,59,172,31,1970-01-01
reason_15,month_3,day_5,season_3,329,46,1970-01-01,49,251.6409094678671,95,0,education_2,son_2,0,1,pet_5,57,178,23,1970-01-01
reason_19,month_3,day_2,season_1,213,43,1970-01-01,37,310.8136042553027,93,0,education_3,son_4,1,0,pet_5,86,163,31,1970-01-01
reason_26,month_0,day_2,season_4,209,37,1970-01-01,28,284.42447294386983,82,0,education_2,son_0,1,0,pet_1,103,167,21,1970-01-01
reason_3,month_1,day_3,season_4,242,42,1970-01-01,32,363.2978147955108,98,0,education_4,son_1,0,1,pet_0,99,168,33,1970-01-01
reason_0,month_8,day_4,season_3,267,20,1970-01-01,47,366.14065412097887,86,1,education_3,son_4,1,0,pet_2,57,171,21,1970-01-01
reason_3,month_4,day_5,season_4,196,22,1970-01-01,46,211.9902512070919,89,0,education_4,son_0,0,0,pet_8,91,181,32,1970-01-01
reason_7,month_7,day_3,season_4,311,13,1970-01-01,31,365.30525620638355,90,0,education_3,son_0,1,1,pet_2,79,191,31,1970-01-01
reason_21,month_1,day_2,season_4,319,27,1970-01-01,54,249.97745456910297,86,0,education_2,son_2,0,0,pet_1,81,169,27,1970-01-01
reason_5,month_2,day_4,season_3,188,15,1970-01-01,49,281.2417439534891,93,0,education_3,son_1,1,1,pet_4,59,182,35,1970-01-01
reason_14,month_12,day_3,season_3,126,21,1970-01-01,30,295.6172483900223,89,1,education_1,son_4,1,0,pet_0,62,186,24,1970-01-01
reason_26,month_8,day_3,season_1,169,6,1970-01-01,29,355.38071703721084,92,1,education_4,son_0,1,1,pet_1,99,186,23,1970-01-01
reason_1,month_12,day_4,season_1,167,11,1970-01-01,55,283.1701766305505,86,1,education_3,son_3,0,0,pet_4,81,165,22,1970-01-01
reason_6,month_2,day_5,season_1,162,6,1970-01-01,34,374.0631946923587,84,1,education_1,son_4,0,0,pet_0,99,181,37,1970-01-01
reason_7,month_2,day_5,season_2,287,31,1970-01-01,54,375.3971026588156,84,1,education_3,son_1,1,0,pet_4,107,175,32,1970-01-01
reason_10,month_2,day_6,season_4,184,16,1970-01-01,28,311.4524326913605,86,0,education_3,son_0,1,1,pet_8,104,188,29,1970-01-01
reason_18,month_11,day_2,season_4,323,52,1970-01-01,32,374.26673182912464,98,0,education_4,son_2,0,1,pet_4,104,181,23,1970-01-01
reason_21,month_0,day_3,season_3,225,39,1970-01-01,30,313.32943535975244,94,0,education_1,son_1,0,1,pet_1,66,189,20,1970-01-01
reason_16,month_11,day_6,season_3,174,14,1970-01-01,27,363.98523326813347,99,1,education_1,son_4,0,1,pet_0,93,166,19,1970-01-01
reason_19,month_11,day_6,season_3,143,48,1970-01-01,51,310.034650902211,100,1,education_3,son_3,1,0,pet_1,68,180,27,1970-01-01
reason_18,month_7,day_4,season_1,295,27,1970-01-01,32,323.2791962940273,84,1,education_1,son_1,1,1,pet_1,57,163,36,1970-01-01
reason_0,month_5,day_6,season_1,257,32,1970-01-01,52,284.8940847943879,93,0,education_2,son_2,1,1,pet_2,90,175,25,1970-01-01
reason_5,month_8,day_6,season_4,243,12,1970-01-01,30,370.20484316461034,95,0,education_4,son_2,1,1,pet_8,101,183,28,1970-01-01
reason_5,month_7,day_6,season_4,282,48,1970-01-01,50,230.70868180690906,99,1,education_4,son_4,1,0,pet_2,91,174,36,1970-01-01
reason_6,month_4,day_4,season_3,139,51,1970-01-01,46,272.16782862961213,96,0,education_4,son_0,0,0,pet_4,99,165,30,1970-01-01
reason_6,month_6,day_5,season_3,275,30,1970-01-01,54,267.4609523380201,86,1,education_1,son_4,1,0,pet_5,60,168,27,1970-01-01
reason_5,month_11,day_2,season_3,370,13,1970-01-01,57,353.5747156797494,89,0,education_3,son_4,0,0,pet_2,81,189,32,1970-01-01
reason_9,month_11,day_6,season_1,354,16,1970-01-01,31,261.7771149665901,90,1,education_1,son_0,1,1,pet_5,72,167,26,1970-01-01
reason_28,month_4,day_6,season_4,136,45,1970-01-01,29,362.216439896743,99,0,education_2,son_0,0,1,pet_4,72,188,38,1970-01-01
reason_25,month_12,day_5,season_4,341,5,1970-01-01,56,273.03643787975113,87,0,education_1,son_0,1,1,pet_0,88,194,25,1970-01-01
reason_9,month_2,day_5,season_3,348,14,1970-01-01,43,239.97569220927122,98,1,education_3,son_1,0,0,pet_4,77,184,38,1970-01-01
reason_26,month_3,day_6,season_2,287,22,1970-01-01,49,217.43965834734033,93,1,education_2,son_1,0,0,pet_0,60,189,38,1970-01-01
reason_8,month_2,day_2,season_4,241,33,1970-01-01,58,293.2724141218595,97,1,education_2,son_1,0,0,pet_1,66,191,24,1970-01-01
reason_25,month_12,day_6,season_4,168,38,1970-01-01,39,299.55747251754326,93,0,education_1,son_3,0,1,pet_8,90,178,20,1970-01-01
reason_10,month_7,day_5,season_4,309,23,1970-01-01,42,233.25345761732862,93,1,education_3,son_3,0,1,pet_4,96,169,37,1970-01-01
reason_22,month_7,day_3,season_3,321,39,1970-01-01,41,273.3646449525303,82,0,education_1,son_3,1,0,pet_8,56,191,32,1970-01-01
reason_19,month_6,day_4,season_1,236,21,1970-01-01,45,222.18033729860136,89,0,education_2,son_0,0,0,pet_1,99,168,32,1970-01-01
reason_22,month_9,day_3,season_2,334,9,1970-01-01,47,224.34139917579006,96,0,education_2,son_2,0,0,pet_5,101,184,34,1970-01-01
reason_1,month_8,day_4,season_3,123,42,1970-01-01,27,339.4522983457049,84,1,education_2,son_0,0,1,pet_1,57,165,37,1970-01-01
reason_6,month_11,day_5,season_3,372,32,1970-01-01,49,377.5862183996598,83,1,education_3,son_2,1,1,pet_2,98,164,27,1970-01-01
reason_24,month_7,day_5,season_3,384,14,1970-01-01,43,269.577576720753,84,0,education_2,son_1,0,0,pet_1,68,188,22,1970-01-01
reason_0,month_1,day_2,season_3,353,43,1970-01-01,38,339.67992552990444,100,1,education_1,son_1,0,0,pet_2,84,178,23,1970-01-01
reason_8,month_9,day_4,season_4,273,48,1970-01-01,41,352.46899270050625,99,1,education_1,son_4,1,0,pet_1,79,192,31,1970-01-01
reason_11,month_12,day_4,season_2,382,9,1970-01-01,31,241.07402497210944,97,1,education_4,son_4,0,0,pet_1,58,166,19,1970-01-01
reason_0,month_0,day_3,season_1,298,51,1970-01-01,33,342.1548267890563,84,1,education_4,son_0,0,0,pet_4,92,172,24,1970-01-01
reason_18,month_7,day_4,season_4,337,10,1970-01-01,34,372.66620699230003,82,0,education_1,son_0,0,1,pet_5,106,187,38,1970-01-01
reason_7,month_3,day_5,season_1,345,41,1970-01-01,50,335.4145114021418,98,0,education_1,son_2,1,0,pet_4,108,168,34,1970-01-01
reason_1,month_12,day_6,season_2,118,46,1970-01-01,39,366.24594336196003,93,1,education_1,son_1,0,1,pet_1,62,163,23,1970-01-01
reason_10,month_0,day_2,season_2,364,26,1970-01-01,30,288.54907771140626,86,1,education_2,son_2,1,0,pet_8,76,195,36,1970-01-01
reason_3,month_12,day_2,season_3,185,50,1970-01-01,48,221.40938203602374,82,1,education_2,son_4,0,1,pet_1,91,176,24,1970-01-01
reason_3,month_3,day_2,season_4,245,41,1970-01-01,56,358.759026269637,81,1,education_4,son_0,0,0,pet_8,83,185,24,1970-01-01
reason_15,month_12,day_6,season_4,327,13,1970-01-01,47,208.65699284817313,85,1,education_2,son_4,1,0,pet_1,57,194,27,1970-01-01
reason_15,month_9,day_3,season_3,168,38,1970-01-01,37,237.6267942859767,86,0,education_4,son_3,1,1,pet_1,87,182,33,1970-01-01
reason_2,month_3,day_6,season_4,218,10,1970-01-01,41,235.87396043134663,90,1,education_3,son_4,0,0,pet_5,99,193,22,1970-01-01
reason_12,month_6,day_4,season_4,147,5,1970-01-01,36,267.96795354074663,95,0,education_1,son_4,1,0,pet_1,68,176,37,1970-01-01
reason_0,month_12,day_3,season_4,234,42,1970-01-01,34,271.5644713170036,96,1,education_2,son_2,0,0,pet_0,103,173,29,1970-01-01
reason_7,month_9,day_3,season_4,142,33,1970-01-01,46,266.37853874644406,96,1,education_1,son_2,0,0,pet_4,67,179,30,1970-01-01
reason_13,month_11,day_6,season_3,330,24,1970-01-01,33,318.6016547089175,97,1,education_1,son_3,0,1,pet_2,81,189,23,1970-01-01
reason_17,month_8,day_2,season_4,161,8,1970-01-01,48,314.26822293436913,92,0,education_4,son_1,0,1,pet_5,106,180,35,1970-01-01
reason_22,month_1,day_5,season_2,190,35,1970-01-01,54,357.37071692954527,89,0,education_1,son_4,0,0,pet_4,63,193,21,1970-01-01
reason_8,month_2,day_2,season_2,136,16,1970-01-01,36,226.21137718883224,88,0,education_1,son_4,0,0,pet_5,88,174,36,1970-01-01
reason_5,month_0,day_3,season_3,288,37,1970-01-01,58,265.8654573895881,93,0,education_3,son_2,0,1,pet_8,106,188,36,1970-01-01
reason_10,month_3,day_4,season_1,305,48,1970-01-01,29,338.1544119046581,93,0,education_2,son_0,0,0,pet_1,105,181,23,1970-01-01
reason_6,month_1,day_5,season_1,346,38,1970-01-01,50,270.5313828935831,83,1,education_3,son_2,0,0,pet_1,88,175,32,1970-01-01
reason_2,month_12,day_3,season_2,249,9,1970-01-01,48,319.3517602472193,85,0,education_1,son_1,1,1,pet_1,105,174,37,1970-01-01
reason_9,month_3,day_5,season_1,131,8,1970-01-01,57,376.75951017773036,87,1,education_2,son_2,0,0,pet_8,56,171,38,1970-01-01
reason_6,month_1,day_5,season_1,343,47,1970-01-01,40,349.8962963642548,97,1,education_4,son_0,1,0,pet_0,102,178,20,1970-01-01
reason_19,month_0,day_3,season_4,210,10,1970-01-01,44,223.12301968851799,96,1,education_1,son_1,1,0,pet_2,56,163,31,1970-01-01
reason_17,month_8,day_5,season_3,297,41,1970-01-01,51,374.65084088430336,81,1,education_2,son_1,1,0,pet_0,94,163,20,1970-01-01
reason_18,month_2,day_4,season_2,366,36,1970-01-01,38,320.1741993737879,81,0,education_4,son_3,1,1,pet_0,70,171,37,1970-01-01
reason_1,month_9,day_6,season_1,118,41,1970-01-01,40,356.25141176425393,89,0,education_2,son_3,1,0,pet_5,100,186,28,1970-01-01
reason_9,month_1,day_3,season_4,388,6,1970-01-01,31,227.9773003589755,97,0,education_2,son_4,1,1,pet_1,97,172,26,1970-01-01
reason_14,month_4,day_3,season_1,141,51,1970-01-01,54,257.4260130696367,95,1,education_1,son_4,1,1,pet_4,56,174,27,1970-01-01
reason_26,month_12,day_3,season_3,306,50,1970-01-01,28,378.497714766237,87,1,education_2,son_3,0,1,pet_0,56,163,23,1970-01-01
reason_4,month_4,day_4,season_1,337,38,1970-01-01,47,226.82233398684346,96,1,education_1,son_2,0,0,pet_4,66,178,20,1970-01-01
reason_2,month_1,day_3,season_3,175,22,1970-01-01,54,353.0628169849634,95,0,education_1,son_2,1,0,pet_0,76,196,26,1970-01-01
reason_14,month_0,day_5,season_4,183,51,1970-01-01,41,370.71017125116543,95,0,education_1,son_4,1,0,pet_2,80,179,27,1970-01-01
reason_22,month_6,day_6,season_2,304,21,1970-01-01,52,342.57694394496053,94,1,education_4,son_3,0,0,pet_2,83,170,25,1970-01-01
reason_14,month_1,day_5,season_4,251,5,1970-01-01,43,343.00987860521684,85,1,education_4,son_0,0,0,pet_8,96,194,28,1970-01-01
reason_16,month_3,day_4,season_2,330,10,1970-01-01,46,263.82172017337206,87,1,education_1,son_4,0,1,pet_0,67,169,32,1970-01-01
reason_25,month_5,day_3,season_4,270,7,1970-01-01,31,376.701690410729,81,1,education_4,son_0,1,1,pet_1,60,172,26,1970-01-01
reason_16,month_8,day_5,season_2,257,15,1970-01-01,46,262.52706184051306,97,1,education_2,son_3,1,1,pet_2,96,189,35,1970-01-01
reason_26,month_7,day_4,season_2,311,34,1970-01-01,47,225.69809660045405,87,1,education_1,son_1,0,0,pet_2,99,195,26,1970-01-01
reason_10,month_4,day_6,season_3,126,22,1970-01-01,32,256.26495879480626,83,1,education_3,son_3,1,1,pet_1,61,166,25,1970-01-01
reason_22,month_12,day_5,season_3,259,16,1970-01-01,37,355.8391011014397,94,1,education_1,son_4,0,0,pet_5,88,168,34,1970-01-01
reason_18,month_2,day_6,season_2,359,30,1970-01-01,50,238.0306431489249,90,1,education_1,son_2,0,1,pet_4,93,188,19,1970-01-01
reason_22,month_1,day_2,season_1,261,14,1970-01-01,52,299.4893828175322,91,0,education_1,son_4,1,0,pet_1,67,172,34,1970-01-01
reason_18,month_10,day_6,season_3,326,11,1970-01-01,40,209.4583383666814,100,0,education_4,son_4,1,0,pet_1,74,165,29,1970-01-01
reason_13,month_1,day_2,season_2,321,23,1970-01-01,58,340.6973819680942,94,0,education_3,son_4,0,0,pet_1,84,171,26,1970-01-01
reason_10,month_0,day_2,season_4,380,23,1970-01-01,54,283.31109195008173,96,0,education_3,son_0,0,0,pet_2,67,165,23,1970-01-01
reason_17,month_11,day_3,season_1,218,19,1970-01-01,29,260.3693107228632,95,1,education_3,son_0,1,0,pet_8,70,181,24,1970-01-01
reason_27,month_3,day_6,season_4,158,33,1970-01-01,46,363.2368061143966,95,1,education_2,son_2,1,0,pet_2,104,171,20,1970-01-01
reason_1,month_10,day_3,season_4,151,15,1970-01-01,36,346.37501108407685,88,1,education_1,son_0,1,1,pet_5,66,166,34,1970-01-01
reason_25,month_10,day_6,season_2,149,25,1970-01-01,52,371.7471233469346,85,0,education_2,son_4,1,0,pet_2,83,195,19,1970-01-01
reason_27,month_5,day_6,season_2,315,50,1970-01-01,34,291.95881105531646,88,1,education_2,son_2,0,1,pet_8,57,194,26,1970-01-01
reason_2,month_6,day_5,season_2,289,29,1970-01-01,48,256.2645151719001,92,0,education_3,son_2,1,1,pet_5,104,180,32,1970-01-01
reason_9,month_2,day_6,season_3,127,45,1970-01-01,53,276.2280201572186,86,1,education_3,son_4,1,0,pet_1,89,189,20,1970-01-01
reason_0,month_11,day_4,season_2,342,50,1970-01-01,39,306.847031130627,98,1,education_1,son_2,0,0,pet_0,78,189,32,1970-01-01
reason_23,month_8,day_3,season_1,127,27,1970-01-01,41,325.4862899839909,86,0,education_3,son_1,1,1,pet_0,74,176,25,1970-01-01
reason_17,month_0,day_5,season_2,334,29,1970-01-01,37,308.9797207793682,87,1,education_4,son_0,0,0,pet_4,90,165,29,1970-01-01
reason_6,month_9,day_6,season_2,133,15,1970-01-01,56,338.13930613093737,93,0,education_3,son_2,0,1,pet_4,103,164,19,1970-01-01
reason_24,month_2,day_5,season_4,156,43,1970-01-01,49,335.60890575186727,91,0,education_4,son_1,0,1,pet_1,70,175,21,1970-01-01
reason_12,month_3,day_3,season_2,283,40,1970-01-01,39,273.5280189161717,87,1,education_4,son_2,1,0,pet_1,94,187,23,1970-01-01
reason_22,month_4,day_2,season_3,335,6,1970-01-01,30,263.1919699834524,96,1,education_4,son_1,0,1,pet_0,100,170,31,1970-01-01
reason_16,month_3,day_5,season_4,340,46,1970-01-01,41,297.5847775902025,98,1,education_4,son_2,0,1,pet_5,62,169,25,1970-01-01
reason_3,month_12,day_6,season_3,329,47,1970-01-01,49,355.1929106521143,92,0,education_2,son_3,1,1,pet_8,63,169,29,1970-01-01
reason_7,month_3,day_2,season_3,189,17,1970-01-01,46,253.34195451490814,91,0,education_1,son_4,1,1,pet_4,82,194,26,1970-01-01
reason_27,month_0,day_3,season_3,215,35,1970-01-01,50,290.5129216164455,93,1,education_4,son_4,0,1,pet_0,80,164,21,1970-01-01
reason_27,month_5,day_4,season_4,149,14,1970-01-01,54,320.24163485213137,86,1,education_1,son_1,1,0,pet_8,86,167,22,1970-01-01
reason_28,month_0,day_4,season_2,137,50,1970-01-01,54,307.6618924788207,82,0,education_3,son_0,0,1,pet_1,59,177,28,1970-01-01
reason_8,month_9,day_5,season_2,327,49,1970-01-01,35,332.2438731818827,97,1,education_2,son_1,0,0,pet_2,67,167,28,1970-01-01
reason_8,month_6,day_3,season_2,139,39,1970-01-01,31,335.99615229140204,98,0,education_4,son_3,1,1,pet_8,107,186,32,1970-01-01
reason_26,month_5,day_4,season_2,267,30,1970-01-01,29,314.57828129501536,97,0,education_3,son_1,0,0,pet_0,58,191,19,1970-01-01
reason_21,month_8,day_4,season_4,140,39,1970-01-01,56,314.78421818119915,95,0,education_2,son_1,1,0,pet_0,93,173,37,1970-01-01
reason_14,month_0,day_6,season_1,203,38,1970-01-01,57,370.1185253076603,89,1,education_2,son_0,1,0,pet_1,80,191,26,1970-01-01
reason_3,month_10,day_6,season_2,363,6,1970-01-01,50,300.6724780454993,90,0,education_2,son_1,0,1,pet_1,65,163,34,1970-01-01
reason_3,month_0,day_2,season_2,316,47,1970-01-01,27,216.40799981970548,94,0,education_2,son_2,1,0,pet_5,103,183,38,1970-01-01
reason_10,month_9,day_6,season_4,322,26,1970-01-01,50,313.8831302394373,85,0,education_4,son_1,1,1,pet_1,58,181,25,1970-01-01
reason_7,month_12,day_6,season_3,340,7,1970-01-01,32,215.07548012948425,90,1,education_4,son_0,0,0,pet_5,56,190,25,1970-01-01
reason_0,month_10,day_4,season_1,276,31,1970-01-01,31,353.4351441643612,87,0,education_4,son_1,1,0,pet_4,107,175,25,1970-01-01
reason_8,month_3,day_4,season_1,121,40,1970-01-01,32,209.87116845104498,96,0,education_4,son_3,0,1,pet_1,75,193,37,1970-01-01
reason_13,month_0,day_2,season_2,126,26,1970-01-01,36,336.7313713655767,99,0,education_4,son_2,0,1,pet_2,61,176,28,1970-01-01
reason_4,month_2,day_4,season_4,254,24,1970-01-01,54,236.7056418207544,88,1,education_2,son_1,1,1,pet_0,81,179,24,1970-01-01
reason_16,month_7,day_4,season_1,334,18,1970-01-01,51,277.73048431965486,82,0,education_1,son_2,0,1,pet_0,82,170,31,1970-01-01
reason_0,month_5,day_5,season_3,240,27,1970-01-01,31,338.970034691814,81,0,education_1,son_2,0,0,pet_0,101,179,38,1970-01-01
reason_17,month_1,day_6,season_3,244,20,1970-01-01,47,259.00692524577227,97,1,education_3,son_2,0,1,pet_4,100,178,35,1970-01-01
reason_22,month_2,day_5,season_3,368,10,1970-01-01,51,206.23345876928497,82,1,education_2,son_0,0,0,pet_2,87,182,22,1970-01-01
reason_12,month_9,day_6,season_1,314,20,1970-01-01,37,295.54515671654906,93,1,education_2,son_2,1,1,pet_2,71,181,22,1970-01-01
reason_9,month_4,day_4,season_2,261,36,1970-01-01,54,304.4440338652968,86,0,education_3,son_2,0,0,pet_4,79,183,24,1970-01-01
reason_0,month_11,day_2,season_2,314,24,1970-01-01,54,365.8501126887495,86,1,education_1,son_1,0,0,pet_1,82,175,38,1970-01-01
reason_6,month_1,day_6,season_1,369,19,1970-01-01,40,293.3784879573623,96,1,education_4,son_4,1,0,pet_0,89,191,38,1970-01-01
reason_19,month_7,day_5,season_1,209,52,1970-01-01,54,214.22346990494017,87,0,education_2,son_3,0,0,pet_0,108,171,33,1970-01-01
reason_6,month_11,day_4,season_3,283,24,1970-01-01,31,312.98919161491347,93,1,education_1,son_3,0,0,pet_4,97,196,38,1970-01-01
reason_18,month_5,day_2,season_2,203,47,1970-01-01,40,372.0023559529686,84,0,education_1,son_4,0,1,pet_4,102,169,28,1970-01-01
reason_5,month_5,day_6,season_2,133,8,1970-01-01,28,305.02752203709684,90,0,education_2,son_2,0,0,pet_2,71,168,21,1970-01-01
reason_15,month_2,day_2,season_3,227,51,1970-01-01,41,305.42129369863926,84,1,education_4,son_0,1,0,pet_8,81,182,19,1970-01-01
reason_9,month_7,day_2,season_2,355,42,1970-01-01,53,305.6097492753458,81,1,education_4,son_4,1,1,pet_0,74,192,22,1970-01-01
reason_25,month_8,day_2,season_3,181,29,1970-01-01,38,207.67900309282473,98,0,education_4,son_1,1,0,pet_1,56,173,19,1970-01-01
reason_24,month_7,day_4,season_4,214,34,1970-01-01,51,349.17107295586106,93,0,education_2,son_4,1,1,pet_4,57,185,21,1970-01-01
reason_7,month_3,day_6,season_4,167,44,1970-01-01,55,356.9739535385291,89,1,education_1,son_4,1,1,pet_4,83,173,26,1970-01-01
reason_24,month_9,day_4,season_1,176,51,1970-01-01,56,294.95455316371283,96,0,education_1,son_2,0,1,pet_4,104,187,24,1970-01-01
reason_15,month_11,day_2,season_2,215,6,1970-01-01,28,253.22916779176603,85,1,education_1,son_4,0,1,pet_4,64,193,28,1970-01-01
reason_10,month_9,day_5,season_2,313,37,1970-01-01,28,277.62332593695487,92,0,education_2,son_3,0,0,pet_0,78,173,26,1970-01-01
reason_10,month_7,day_6,season_1,193,20,1970-01-01,32,253.19114978685667,87,1,education_3,son_0,0,0,pet_2,96,192,34,1970-01-01
reason_9,month_11,day_2,season_1,360,28,1970-01-01,30,335.6809479028939,83,0,education_4,son_3,1,1,pet_2,72,178,36,1970-01-01
