StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
06-Mar-19,24-Oct-22,Director of Operations,EW,Active,Contract,Zone C,Temporary,Involuntary,Effort situation use necessary.,Software Engineering,Splicing,01-03-1961,MA,Program Manager,Female,75639,White,Widowed,Fully Meets,3
09-May-21,31-Oct-19,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Great parent relate growth summer.,Production       ,Shop (Fleet),20-12-1967,MA,Laborer,Female,8714,White,Widowed,Fully Meets,3
05-Dec-22,07-Jun-27,Director of Sales,CCDR,Active,Full-Time,Zone B,Temporary,Unk,Account between environmental section group.,Production       ,Field Operations,05-11-1945,MA,Technician,Male,9679,White,Married,Fully Meets,3
12-Jul-23,03-Aug-19,Network Engineer,EW,Leave of Absence,Full-Time,Zone C,Full-Time,Resignation,Too within that room.,Software Engineering,Catv,26-08-1980,MA,Tester,Female,68432,Black,Divorced,Fully Meets,3
01-Jun-23,07-Jul-23,Production Technician I,MSC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Resignation,Stock true summer together social.,Production       ,Aerial,20-01-1993,MA,Laborer,Female,17833,White,Divorced,Fully Meets,3
01-Aug-22,05-Dec-23,Production Technician II,MSC,Voluntarily Terminated,Contract,Zone A,Temporary,Involuntary,Read nice continue itself attack happen.,Production       ,General - Con,07-07-1994,MA,Laborer,Female,33338,White,Single,Fully Meets,2
10-Jul-19,19-Oct-20,Area Sales Manager,EW,Active,Contract,Zone A,Temporary,Voluntary,North rise until plan join.,Sales,General - Con,15-03-1947,NY,Laborer,Male,70718,Black,Married,Fully Meets,4
28-Mar-19,22-Jan-26,Data Analyst,NEL,Active,Contract,Zone C,Full-Time,Unk,That commercial east message peace.,Production       ,Billable Consultants,22-04-1965,MA,Director,Female,52326,Hispanic,Widowed,Fully Meets,3
26-May-21,09-Sep-28,IT Manager - Infra,EW,Active,Contract,Zone A,Full-Time,Unk,Much try remember natural.,Production       ,Field Operations,17-03-1985,MA,Clerk,Female,3614,Black,Widowed,Fully Meets,3
09-Mar-23,27-Jul-24,IT Manager - Infra,WBL,Active,Contract,Zone A,Temporary,Unk,Young risk quality natural foreign claim.,Software Engineering,Field Operations,05-12-2000,MA,Engineer,Male,8217,White,Single,Fully Meets,3
12-Apr-19,16-Jul-23,IT Manager - Infra,PYZ,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Involuntary,Decision fill total.,Production       ,Field Operations,26-02-1997,MA,Business Development,Female,4329,Other,Widowed,Fully Meets,1
13-Nov-20,27-Jun-21,Production Technician I,PYZ,Active,Full-Time,Zone B,Part-Time,Resignation,Station opportunity already agency blood answer.,Production       ,Safety,03-07-1997,MA,Billing,Female,7719,Asian,Married,Fully Meets,3
10-Feb-22,02-Jan-21,Enterprise Architect,SVG,Active,Full-Time,Zone C,Part-Time,Voluntary,Behind bar item management.,Admin Offices,Project Management - Eng,03-09-1953,MA,Executive Assistant,Female,5880,White,Divorced,Fully Meets,3
01-Aug-21,11-Apr-24,Enterprise Architect,PL,Active,Part-Time,Zone A,Full-Time,Unk,Tell its wind child more though.,Software Engineering,General - Con,18-09-1977,MA,Foreman,Male,75641,White,Single,Fully Meets,3
26-Oct-19,12-Apr-25,Area Sales Manager,BPC,Active,Contract,Zone C,Part-Time,Unk,Capital course trade.,Sales,Field Operations,27-10-1951,TX,Driver,Male,5024,Black,Married,Fully Meets,3
28-Apr-19,20-Oct-22,Production Technician II,BPC,Active,Part-Time,Zone A,Temporary,Retirement,Not later mission use industry family at.,Production       ,Wireline Construction,11-10-1996,MA,Groundman,Male,51620,White,Single,Fully Meets,1
03-Feb-19,16-Jul-23,Software Engineering Manager,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Learn whatever million.,Production       ,Technology / It,06-03-1958,MA,Apprentice,Female,20197,Asian,Divorced,Fully Meets,3
13-Nov-22,13-Jun-22,Database Administrator,MSC,Active,Contract,Zone B,Temporary,Resignation,Less boy reflect quickly health respond million.,Admin Offices,Field Operations,16-08-1950,MA,Laborer,Male,32724,White,Divorced,Fully Meets,3
19-Apr-20,24-Sep-28,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Unk,Occur tough thousand on recent.,Production       ,Aerial,23-08-1988,MA,Administrator,Female,74487,Black,Married,Fully Meets,3
05-Nov-21,24-Nov-22,Production Technician I,CCDR,Active,Full-Time,Zone B,Full-Time,Involuntary,Degree wish science when thing week old.,Production       ,General - Con,15-01-1956,MA,Runner,Female,22480,Black,Married,Fully Meets,3
26-Apr-23,11-Apr-25,Software Engineering Manager,SVG,Active,Full-Time,Zone B,Temporary,Unk,Dinner level write land effort.,Production       ,Yard (Material Handling),23-08-1958,MA,Tester,Female,4192,Black,Married,Fully Meets,3
04-Dec-19,21-Aug-19,Production Technician I,SVG,Active,Full-Time,Zone B,Temporary,Retirement,Treatment power card almost pretty sister.,Production       ,Wireless,20-05-1991,MA,Project Manager,Female,60919,Other,Divorced,Fully Meets,1
06-Nov-19,02-Apr-19,President & CEO,TNS,Active,Contract,Zone A,Full-Time,Retirement,Great parent relate growth summer.,Production       ,Field Operations,05-03-1945,MA,Laborer,Female,32664,Asian,Widowed,Fully Meets,4
14-Jun-21,28-Jul-27,Production Technician I,EW,Active,Part-Time,Zone B,Part-Time,Unk,Simply game everyone despite line.,Production       ,Field Operations,16-12-1957,MA,Construction Manager,Female,97555,Asian,Single,PIP,5
28-Nov-22,22-Jul-22,Production Technician I,TNS,Active,Contract,Zone C,Part-Time,Voluntary,Condition control raise.,Production       ,Field Operations,24-05-1988,MA,Laborer,Female,52150,Other,Married,Fully Meets,3
06-Sep-20,02-Feb-29,Production Technician I,PL,Active,Full-Time,Zone B,Full-Time,Unk,Law difference five away.,Production       ,Finance & Accounting,17-05-1960,MA,Tester,Male,75142,Black,Single,Fully Meets,2
15-Jul-22,10-Mar-25,Production Technician I,SVG,Active,Contract,Zone A,Full-Time,Unk,Technology eight stage hold chance after police.,Production       ,Field Operations,25-08-1975,MA,Laborer,Male,65772,White,Married,Fully Meets,4
08-Oct-21,04-Dec-28,Administrative Assistant,PL,Active,Part-Time,Zone C,Temporary,Unk,Until reason late off training situation.,IT/IS,General - Con,16-09-1968,MA,Welder,Female,4141,Hispanic,Single,PIP,1
01-Feb-20,18-Aug-23,Production Technician I,CCDR,Leave of Absence,Contract,Zone A,Temporary,Retirement,Information race relate rich poor already make.,Production       ,Field Operations,02-04-1953,MA,Electrician,Male,31604,Asian,Widowed,Fully Meets,1
13-Feb-23,04-May-26,Enterprise Architect,BPC,Active,Full-Time,Zone B,Temporary,Unk,Perform question beyond article.,Production       ,Splicing,14-08-1997,MA,Groundman,Male,33447,Other,Single,Fully Meets,3
02-May-20,12-Dec-28,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Unk,Remember teacher produce use voice.,Production       ,Yard (Material Handling),11-02-1960,MA,Supervisor,Female,92274,Asian,Single,Fully Meets,4
11-Oct-22,15-Feb-28,Production Technician I,NEL,Active,Part-Time,Zone A,Temporary,Unk,Herself Mr office bed.,Production       ,Catv,06-11-1987,MA,Associate,Female,1822,Black,Single,Needs Improvement,1
10-Jul-19,10-Jun-24,Production Technician I,PL,Active,Contract,Zone C,Part-Time,Unk,Beat hand ready reason development else doctor.,Production       ,Field Operations,22-12-1972,MA,Specialist,Female,70325,White,Divorced,PIP,3
21-Dec-20,14-Apr-23,Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Exactly vote including easy.,Production       ,General - Con,04-05-1997,MA,Project Controls,Female,83987,Asian,Divorced,Fully Meets,5
26-Apr-22,05-Dec-24,Production Technician I,MSC,Active,Contract,Zone A,Part-Time,Unk,Outside sing song relationship action teach.,Production       ,Field Operations,26-08-1959,MA,Laborer,Female,87925,Other,Divorced,Fully Meets,1
25-Nov-21,02-Oct-22,IT Manager - Infra,MSC,Terminated for Cause,Full-Time,Zone C,Part-Time,Resignation,Partner fact hand bag management woman.,Production       ,Field Operations,03-07-1976,MA,Model Assistant,Male,56613,Other,Single,Fully Meets,4
26-Feb-21,18-May-19,Production Technician I,PL,Active,Contract,Zone C,Temporary,Retirement,Man fall nature back church.,Production       ,Wireless,04-03-1963,MA,Administration,Female,69308,White,Widowed,PIP,2
26-Jan-19,01-Jun-28,Administrative Assistant,BPC,Active,Full-Time,Zone B,Temporary,Unk,Win late significant throughout add.,Software Engineering,General - Eng,02-12-1955,MA,Manager,Female,62745,Black,Widowed,Exceeds,2
12-Jul-22,06-Feb-23,Production Technician II,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Everything discover represent full.,IT/IS,Wireless,24-01-1949,MA,Drafter,Female,23049,Other,Married,Fully Meets,3
06-Jul-22,15-Nov-20,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Involuntary,Material agency modern degree general.,Production       ,Project Management - Con,11-09-1989,MA,Accounting,Male,10321,Black,Single,Needs Improvement,3
10-Jan-21,21-Oct-20,Data Analyst ,CCDR,Terminated for Cause,Part-Time,Zone A,Temporary,Retirement,Fast light home sign build not.,Production       ,Wireline Construction,16-04-1995,MA,Groundman,Male,77228,Black,Divorced,Fully Meets,1
21-Mar-21,15-Apr-24,Production Technician I,MSC,Active,Full-Time,Zone B,Part-Time,Unk,North rise until plan join.,Production       ,Field Operations,13-07-1959,MA,Accounting,Female,14258,White,Single,Fully Meets,3
22-Feb-19,22-Nov-26,IT Manager - Infra,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,Site least knowledge right every.,Executive Office,General - Con,02-06-1952,NY,Supervisor,Female,66029,Hispanic,Widowed,Fully Meets,2
26-Dec-18,02-Jun-19,IT Manager - Infra,CCDR,Active,Part-Time,Zone A,Part-Time,Involuntary,Car book street pull try brother.,Admin Offices,Project Management - Eng,22-03-1967,MA,Administrative,Male,19002,Asian,Single,Fully Meets,3
15-Mar-19,02-Feb-28,Production Technician I,NEL,Active,Part-Time,Zone A,Full-Time,Unk,He four soldier employee central term.,Production       ,General - Sga,03-10-1970,MA,Project Controls,Male,87683,Black,Married,PIP,3
09-Oct-20,20-Mar-21,Area Sales Manager,MSC,Active,Contract,Zone A,Temporary,Retirement,Foreign truth concern break ground.,Sales,General - Con,06-11-1958,ND,Laborer,Male,87999,Black,Widowed,Fully Meets,5
13-Sep-22,03-Aug-26,Production Technician I,TNS,Active,Part-Time,Zone A,Part-Time,Unk,Save interest factor training.,Production       ,Safety,22-02-1991,MA,Foreman,Male,27604,Asian,Single,Fully Meets,3
25-Oct-22,15-May-28,IT Manager - Infra,CCDR,Active,Part-Time,Zone B,Full-Time,Unk,Why development even.,Production       ,Fielders,05-08-1952,MA,Laborer,Female,69392,Asian,Single,Fully Meets,3
26-Mar-19,14-Oct-20,Production Technician I,EW,Future Start,Full-Time,Zone A,Full-Time,Involuntary,On sport growth now general.,Production       ,General - Con,23-12-1977,MA,Contracts,Female,24068,Asian,Married,Needs Improvement,3
06-Apr-19,12-Oct-21,Software Engineering Manager,TNS,Active,Part-Time,Zone A,Temporary,Involuntary,End trouble tonight amount page reach debate.,Executive Office,Shop (Fleet),07-05-2001,MA,Laborer,Female,71732,Hispanic,Married,PIP,2
26-Jul-21,14-Sep-27,Production Technician I,MSC,Active,Part-Time,Zone A,Full-Time,Unk,Beat hand ready reason development else doctor.,Production       ,Field Operations,20-03-1955,MA,Laborer,Female,92040,Other,Widowed,Fully Meets,3
03-May-23,02-Feb-27,CIO,CCDR,Active,Contract,Zone C,Temporary,Unk,Amount particular answer show.,Production       ,General - Con,23-03-1965,MA,Laborer,Male,39150,Other,Divorced,Fully Meets,2
18-Jan-22,30-Aug-20,CIO,EW,Leave of Absence,Contract,Zone B,Part-Time,Voluntary,Prepare simply play edge.,Production       ,General - Con,03-09-1967,MA,Clerical,Female,40816,Hispanic,Married,Fully Meets,2
25-Mar-20,23-Jun-28,Area Sales Manager,WBL,Active,Part-Time,Zone A,Temporary,Unk,Design and respond dog true knowledge.,Sales,General - Con,26-06-1993,WA,Laborer,Female,74310,Asian,Single,Fully Meets,1
06-Feb-19,07-May-20,BI Developer,EW,Active,Contract,Zone C,Full-Time,Resignation,Program personal mean life source reach.,Software Engineering,Field Operations,01-09-1981,MA,Laborer,Female,16584,Black,Divorced,Fully Meets,2
21-Aug-19,21-Nov-23,Production Manager,CCDR,Active,Contract,Zone B,Full-Time,Retirement,Explain happen heavy wall hot year ability.,Production       ,Aerial,15-04-1993,MA,Laborer,Female,6643,Hispanic,Married,Fully Meets,3
17-May-22,29-Dec-24,Production Technician I,PL,Active,Contract,Zone C,Full-Time,Unk,Outside sing song relationship action teach.,Production       ,Project Management - Eng,16-05-1950,MA,Apprentice,Female,94457,Hispanic,Single,Fully Meets,1
20-Sep-22,04-Jan-22,Production Technician I,BPC,Active,Full-Time,Zone B,Full-Time,Involuntary,Will raise compare realize evidence most product.,Production       ,General - Sga,16-01-1943,MA,Field Project Manager,Female,56502,Other,Widowed,PIP,3
10-Jun-21,25-Jun-26,Production Technician I,MSC,Active,Full-Time,Zone C,Full-Time,Unk,Design and respond dog true knowledge.,Production       ,Field Operations,02-01-2000,MA,Contracts,Male,90645,Black,Married,Fully Meets,3
20-Apr-19,05-Mar-19,Software Engineer,CCDR,Active,Part-Time,Zone A,Full-Time,Resignation,Upon writer black.,IT/IS,Safety,16-06-1962,MA,Foreman,Female,13960,Black,Single,Fully Meets,3
20-Jul-19,21-Mar-19,Data Analyst ,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,More best if page.,Production       ,Yard (Material Handling),28-12-1952,MA,Business Development,Female,40712,White,Married,Fully Meets,1
27-Mar-22,31-May-21,Production Technician I,BPC,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Information race relate rich poor already make.,Production       ,People Services,03-10-1990,MA,Labor,Male,22410,Other,Widowed,Fully Meets,3
29-Dec-19,08-Oct-24,Production Technician I,BPC,Active,Part-Time,Zone A,Part-Time,Unk,Program personal mean life source reach.,Production       ,Engineers,20-01-1973,MA,Ceo,Male,13362,Hispanic,Divorced,Fully Meets,1
08-Jan-19,21-Jun-28,Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Unk,Gas also suffer air support size make.,Production       ,Aerial,15-08-1979,MA,Splicer,Male,52733,Hispanic,Married,Fully Meets,3
22-May-22,15-Mar-28,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Unk,In read day your stay she.,Production       ,Wireline Construction,11-12-1961,MA,Attendant,Male,19985,Black,Widowed,Fully Meets,1
11-May-20,03-Feb-25,IT Manager - Infra,BPC,Active,Full-Time,Zone B,Temporary,Unk,Ok though floor sense want future.,Software Engineering,Engineers,14-05-1967,MA,Welder,Female,40357,Black,Widowed,Exceeds,1
14-Feb-20,10-Oct-29,Data Analyst ,PYZ,Active,Contract,Zone B,Full-Time,Unk,Law difference five away.,Executive Office,Fielders,07-08-1942,MA,Accounting,Male,72844,Hispanic,Widowed,Fully Meets,5
18-Sep-21,15-Mar-25,Production Technician I,TNS,Active,Part-Time,Zone B,Full-Time,Unk,Practice school PM her help open tough.,Production       ,Project Management - Eng,15-07-1981,MA,Specialist,Female,26836,Black,Married,Fully Meets,3
22-Jun-19,22-Aug-24,Production Technician I,NEL,Active,Contract,Zone A,Temporary,Unk,Manager lead both sing.,Production       ,People Services,02-03-1947,MA,Program Manager,Female,31041,Asian,Married,Fully Meets,3
19-Apr-22,14-Oct-23,Production Technician I,PL,Active,Contract,Zone C,Temporary,Retirement,Everybody list to. Green best stock yes happen.,Production       ,Project Management - Con,13-06-1956,MA,Laborer,Female,5796,Hispanic,Single,Fully Meets,1
27-Oct-22,28-May-24,Shared Services Manager,WBL,Active,Contract,Zone B,Part-Time,Unk,Control head ground agreement check ever.,Production       ,Wireline Construction,02-04-1944,MA,Welder,Male,81584,Hispanic,Married,Fully Meets,3
13-Mar-20,08-May-25,Production Technician I,CCDR,Active,Full-Time,Zone C,Part-Time,Unk,Program personal mean life source reach.,Production       ,Finance & Accounting,02-03-1989,MA,Administrator,Female,25335,Asian,Married,Needs Improvement,2
